task_id,source,category,model,strategy,run_number,passed,error_type,input_tokens,output_tokens,retrieval_latency_ms,llm_latency_ms,total_latency_ms,estimated_cost_usd,execution_time_s,few_shot_ids,rag_doc_ids,error_msg
humaneval_16,HumanEval,A_easy,openai/gpt-oss-20b,S2,1,True,,568,212,14.91,6572.59,6587.5,7.09e-05,0.1091,[],"[""rag_hashmap_counter"", ""rag_string_manipulation"", ""rag_regex_patterns""]",
humaneval_17,HumanEval,A_easy,openai/gpt-oss-20b,S2,1,True,,661,376,29.1,785.71,814.81,9.8e-05,0.0712,[],"[""rag_hashmap_counter"", ""rag_collections_deque"", ""rag_edge_cases_checklist""]",
mbpp_11,MBPP,B_gap,openai/gpt-oss-20b,S2,2,True,,532,327,12.48,52826.49,52838.97,8.18e-05,0.0504,[],"[""rag_string_manipulation"", ""rag_regex_patterns"", ""rag_hashmap_counter""]",
mbpp_722,MBPP,C_borderline,openai/gpt-oss-20b,S2,2,True,,555,333,15.47,45644.04,45659.51,8.44e-05,0.0713,[],"[""rag_sorting_custom_keys"", ""rag_edge_cases_checklist"", ""rag_monotonic_stack""]",
mbpp_18,MBPP,D_hard,openai/gpt-oss-20b,S2,2,False,runtime_error,532,326,12.78,35975.46,35988.24,8.17e-05,0.1223,[],"[""rag_string_manipulation"", ""rag_regex_patterns"", ""rag_hashmap_counter""]","Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmp1ewkvg37.py"", line 6, in <module>
    assert remove_dirty_chars(""probasscurve"", ""pros"") == 'bacuve'
           ^^^^^^^^^^"
mbpp_612,MBPP,C_borderline,openai/gpt-oss-20b,S3,1,False,runtime_error,757,196,32.44,33661.09,33693.53,8.41e-05,0.1097,"[""fs_728"", ""fs_758""]","[""rag_collections_deque"", ""rag_set_operations"", ""rag_itertools_combinations""]","Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmpg3z7ynk7.py"", line 10, in <module>
    assert merge([['x', 'y','z' ], ['a', 'b','c'], ['m', 'n','o']]) == [['x', 'a', 'm'"
humaneval_18,HumanEval,A_easy,openai/gpt-oss-20b,S3,1,True,,756,212,20.46,59766.95,59787.41,8.59e-05,0.0563,"[""fs_602"", ""fs_758""]","[""rag_hashmap_counter"", ""rag_string_manipulation"", ""rag_regex_patterns""]",
mbpp_635,MBPP,B_gap,openai/gpt-oss-20b,S3,2,True,,642,186,12.35,47712.54,47724.89,7.37e-05,0.0488,"[""fs_749"", ""fs_755""]","[""rag_sorting_custom_keys"", ""rag_heap_priority_queue"", ""rag_itertools_combinations""]",
humaneval_12,HumanEval,A_easy,openai/gpt-oss-20b,S3,2,True,,741,228,27.27,60747.27,60774.54,8.66e-05,0.0433,"[""fs_639"", ""fs_602""]","[""rag_string_manipulation"", ""rag_hashmap_counter"", ""rag_regex_patterns""]",
humaneval_18,HumanEval,A_easy,openai/gpt-oss-20b,S2,1,True,,583,306,15.03,880.24,895.27,8.34e-05,0.0647,[],"[""rag_hashmap_counter"", ""rag_string_manipulation"", ""rag_regex_patterns""]",
mbpp_63,MBPP,B_gap,openai/gpt-oss-20b,S2,2,False,assertion_error,542,326,7.69,54924.29,54931.98,8.25e-05,0.0924,[],"[""rag_set_operations"", ""rag_itertools_combinations"", ""rag_edge_cases_checklist""]","Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmp8wjtfg6z.py"", line 13, in <module>
    assert max_difference([(3, 5), (1, 7), (10, 3), (1, 2)]) == 7
           ^^^^^^^^^"
mbpp_770,MBPP,C_borderline,openai/gpt-oss-20b,S2,2,True,,532,597,9.35,56141.03,56150.38,0.0001142,0.0489,[],"[""rag_bit_manipulation"", ""rag_math_gcd_lcm"", ""rag_itertools_combinations""]",
humaneval_9,HumanEval,B_gap,openai/gpt-oss-20b,S3,1,True,,738,163,29.92,46722.55,46752.47,7.86e-05,0.0607,"[""fs_611"", ""fs_753""]","[""rag_heap_priority_queue"", ""rag_collections_deque"", ""rag_sorting_custom_keys""]",
mbpp_726,MBPP,C_borderline,openai/gpt-oss-20b,S3,1,True,,638,164,25.43,33627.07,33652.5,7.07e-05,0.0487,"[""fs_750"", ""fs_616""]","[""rag_itertools_combinations"", ""rag_dynamic_programming_1d"", ""rag_recursion_base_cases""]",
humaneval_38,HumanEval,B_gap,openai/gpt-oss-20b,S3,2,False,runtime_error,832,344,42.85,53661.04,53703.89,0.0001078,0.0905,"[""fs_602"", ""fs_619""]","[""rag_string_manipulation"", ""rag_type_conversions"", ""rag_regex_patterns""]","Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmp_ijxrq7o.py"", line 22, in <module>
    check(decode_cyclic)
    ~~~~~^^^^^^^^^^^^^^^
  File ""C:\Users\dell\AppData\Local\"
mbpp_644,MBPP,C_borderline,openai/gpt-oss-20b,S3,2,False,assertion_error,660,367,14.21,61069.66,61083.87,9.68e-05,0.0824,"[""fs_743"", ""fs_604""]","[""rag_sorting_custom_keys"", ""rag_monotonic_stack"", ""rag_matrix_2d_grid""]","Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmp7h44el96.py"", line 15, in <module>
    assert reverse_Array_Upto_K([1, 2, 3, 4, 5, 6],4) == [4, 3, 2, 1, 5, 6]
          "
mbpp_18,MBPP,D_hard,openai/gpt-oss-20b,S3,2,False,runtime_error,657,207,11.91,42713.9,42725.81,7.74e-05,0.0828,"[""fs_748"", ""fs_602""]","[""rag_string_manipulation"", ""rag_regex_patterns"", ""rag_hashmap_counter""]","Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmps70v_prq.py"", line 6, in <module>
    assert remove_dirty_chars(""probasscurve"", ""pros"") == 'bacuve'
           ^^^^^^^^^^"
humaneval_19,HumanEval,A_easy,openai/gpt-oss-20b,S2,1,True,,637,259,13.58,507.01,520.59,7.17e-05,0.1209,[],"[""rag_sorting_custom_keys"", ""rag_heap_priority_queue"", ""rag_type_conversions""]",
humaneval_32,HumanEval,D_hard,openai/gpt-oss-20b,S2,1,True,,828,846,32.08,1743.25,1775.33,0.0001339,0.0958,[],"[""rag_bit_manipulation"", ""rag_edge_cases_checklist"", ""rag_type_conversions""]",
humaneval_36,HumanEval,D_hard,openai/gpt-oss-20b,S2,1,True,,631,591,20.2,1096.3,1116.5,9.78e-05,0.1072,[],"[""rag_type_conversions"", ""rag_bit_manipulation"", ""rag_math_gcd_lcm""]",
humaneval_39,HumanEval,D_hard,openai/gpt-oss-20b,S2,1,True,,691,992,17.53,1499.14,1516.67,0.0001346,0.0581,[],"[""rag_prime_numbers_sieve"", ""rag_type_conversions"", ""rag_math_gcd_lcm""]",
mbpp_18,MBPP,D_hard,openai/gpt-oss-20b,S2,1,False,runtime_error,532,305,26.17,727.16,753.33,6.7e-05,0.0713,[],"[""rag_string_manipulation"", ""rag_regex_patterns"", ""rag_hashmap_counter""]","Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmp4_d6n469.py"", line 6, in <module>
    assert remove_dirty_chars(""probasscurve"", ""pros"") == 'bacuve'
           ^^^^^^^^^^"
mbpp_56,MBPP,D_hard,openai/gpt-oss-20b,S2,1,False,runtime_error,595,225,16.09,751.34,767.43,6.56e-05,0.0944,[],"[""rag_bit_manipulation"", ""rag_sorting_custom_keys"", ""rag_type_conversions""]","Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmpgebujw94.py"", line 9, in <module>
    assert check(70) == False
           ^^^^^
NameError: name 'check' is not defined"
humaneval_1,HumanEval,B_gap,openai/gpt-oss-20b,S2,2,True,,617,455,20.23,1213.82,1234.05,8.58e-05,0.0607,[],"[""rag_string_manipulation"", ""rag_regex_patterns"", ""rag_edge_cases_checklist""]",
humaneval_10,HumanEval,B_gap,openai/gpt-oss-20b,S2,2,False,assertion_error,615,530,31.01,936.15,967.16,9.16e-05,0.0804,[],"[""rag_two_pointers"", ""rag_string_manipulation"", ""rag_regex_patterns""]","Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmpu_f1121w.py"", line 27, in <module>
    check(make_palindrome)
    ~~~~~^^^^^^^^^^^^^^^^^
  File ""C:\Users\dell\AppData\Lo"
humaneval_33,HumanEval,B_gap,openai/gpt-oss-20b,S2,2,True,,677,480,23.33,763.89,787.22,9.26e-05,0.0503,[],"[""rag_sorting_custom_keys"", ""rag_heap_priority_queue"", ""rag_set_operations""]",
humaneval_38,HumanEval,B_gap,openai/gpt-oss-20b,S2,2,False,runtime_error,691,454,32.17,1061.07,1093.24,9.16e-05,0.0744,[],"[""rag_string_manipulation"", ""rag_type_conversions"", ""rag_regex_patterns""]","Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmpk1cpx5jr.py"", line 19, in <module>
    check(decode_cyclic)
    ~~~~~^^^^^^^^^^^^^^^
  File ""C:\Users\dell\AppData\Local\"
humaneval_40,HumanEval,B_gap,openai/gpt-oss-20b,S2,2,True,,719,488,28.03,1591.72,1619.75,9.66e-05,0.0431,[],"[""rag_edge_cases_checklist"", ""rag_bit_manipulation"", ""rag_set_operations""]",
humaneval_41,HumanEval,B_gap,openai/gpt-oss-20b,S2,2,True,,677,687,22.18,1183.61,1205.79,0.0001091,0.0362,[],"[""rag_collections_deque"", ""rag_bit_manipulation"", ""rag_binary_search""]",
humaneval_9,HumanEval,B_gap,openai/gpt-oss-20b,S2,2,True,,588,290,18.75,834.92,853.67,7.02e-05,0.0541,[],"[""rag_heap_priority_queue"", ""rag_collections_deque"", ""rag_sorting_custom_keys""]",
mbpp_14,MBPP,B_gap,openai/gpt-oss-20b,S2,2,True,,578,369,12.38,920.02,932.4,7.58e-05,0.0553,[],"[""rag_math_geometry"", ""rag_math_gcd_lcm"", ""rag_binary_search""]",
mbpp_16,MBPP,B_gap,openai/gpt-oss-20b,S2,2,True,,547,318,16.6,995.85,1012.45,6.92e-05,0.0678,[],"[""rag_string_manipulation"", ""rag_edge_cases_checklist"", ""rag_regex_patterns""]",
mbpp_61,MBPP,B_gap,openai/gpt-oss-20b,S2,2,True,,508,480,10.14,836.46,846.6,7.9e-05,0.0526,[],"[""rag_regex_patterns"", ""rag_prefix_sums"", ""rag_hashmap_counter""]",
mbpp_620,MBPP,B_gap,openai/gpt-oss-20b,S2,2,True,,508,313,9.67,841.18,850.85,6.57e-05,0.0424,[],"[""rag_itertools_combinations"", ""rag_math_gcd_lcm"", ""rag_heap_priority_queue""]",
mbpp_627,MBPP,B_gap,openai/gpt-oss-20b,S2,2,False,assertion_error,524,353,12.81,977.26,990.07,7.02e-05,0.0751,[],"[""rag_sorting_custom_keys"", ""rag_heap_priority_queue"", ""rag_math_gcd_lcm""]","Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmpxmnnzwgy.py"", line 13, in <module>
    assert find_First_Missing([2,3,5,8,9]) == 0
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^"
mbpp_635,MBPP,B_gap,openai/gpt-oss-20b,S2,2,True,,502,292,6.27,2061.13,2067.4,6.35e-05,0.0481,[],"[""rag_sorting_custom_keys"", ""rag_heap_priority_queue"", ""rag_itertools_combinations""]",
mbpp_641,MBPP,B_gap,openai/gpt-oss-20b,S2,2,True,,620,284,12.65,1036.61,1049.26,7.23e-05,0.1581,[],"[""rag_bit_manipulation"", ""rag_recursion_base_cases"", ""rag_prime_numbers_sieve""]",
mbpp_72,MBPP,B_gap,openai/gpt-oss-20b,S2,2,True,,593,572,11.18,1121.52,1132.7,9.32e-05,0.0436,[],"[""rag_type_conversions"", ""rag_bit_manipulation"", ""rag_math_gcd_lcm""]",
mbpp_734,MBPP,B_gap,openai/gpt-oss-20b,S2,2,True,,532,336,22.97,919.42,942.39,6.94e-05,0.0668,[],"[""rag_prefix_sums"", ""rag_itertools_combinations"", ""rag_edge_cases_checklist""]",
mbpp_745,MBPP,B_gap,openai/gpt-oss-20b,S2,2,True,,571,343,19.91,909.37,929.28,7.31e-05,0.0457,[],"[""rag_regex_patterns"", ""rag_math_gcd_lcm"", ""rag_type_conversions""]",
mbpp_747,MBPP,B_gap,openai/gpt-oss-20b,S2,2,False,assertion_error,505,822,19.84,1453.47,1473.31,0.0001062,0.0792,[],"[""rag_hashmap_counter"", ""rag_sliding_window"", ""rag_monotonic_stack""]","Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmp32pr_88q.py"", line 33, in <module>
    assert lcs_of_three('AGGT12', '12TXAYB', '12XBA') == 2
           ^^^^^^^^^^^^^^^^"
humaneval_20,HumanEval,C_borderline,openai/gpt-oss-20b,S2,2,True,,674,275,29.22,875.87,905.09,7.59e-05,0.0651,[],"[""rag_sorting_custom_keys"", ""rag_heap_priority_queue"", ""rag_binary_search""]",
mbpp_608,MBPP,C_borderline,openai/gpt-oss-20b,S2,2,True,,665,355,19.7,822.98,842.68,8.16e-05,0.0457,[],"[""rag_bit_manipulation"", ""rag_type_conversions"", ""rag_prime_numbers_sieve""]",
mbpp_612,MBPP,C_borderline,openai/gpt-oss-20b,S2,2,False,runtime_error,556,168,16.36,752.82,769.18,5.79e-05,0.0816,[],"[""rag_collections_deque"", ""rag_set_operations"", ""rag_itertools_combinations""]","Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmptzvmnnpo.py"", line 11, in <module>
    assert merge([['x', 'y','z' ], ['a', 'b','c'], ['m', 'n','o']]) == [['x', 'a', 'm'"
mbpp_614,MBPP,C_borderline,openai/gpt-oss-20b,S2,2,True,,512,221,13.87,531.02,544.89,5.86e-05,0.0735,[],"[""rag_prefix_sums"", ""rag_edge_cases_checklist"", ""rag_itertools_combinations""]",
mbpp_637,MBPP,C_borderline,openai/gpt-oss-20b,S2,2,True,,549,418,17.05,891.27,908.32,7.74e-05,0.046,[],"[""rag_edge_cases_checklist"", ""rag_bit_manipulation"", ""rag_two_pointers""]",
mbpp_644,MBPP,C_borderline,openai/gpt-oss-20b,S2,2,False,assertion_error,549,317,13.89,547.46,561.35,6.93e-05,0.0879,[],"[""rag_sorting_custom_keys"", ""rag_monotonic_stack"", ""rag_matrix_2d_grid""]","Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmpnsa9kxwd.py"", line 15, in <module>
    assert reverse_Array_Upto_K([1, 2, 3, 4, 5, 6],4) == [4, 3, 2, 1, 5, 6]
          "
mbpp_67,MBPP,C_borderline,openai/gpt-oss-20b,S2,2,True,,523,451,16.24,894.4,910.64,7.79e-05,0.0539,[],"[""rag_itertools_combinations"", ""rag_bit_manipulation"", ""rag_dynamic_programming_1d""]",
mbpp_723,MBPP,C_borderline,openai/gpt-oss-20b,S2,2,True,,576,185,17.51,653.57,671.08,6.09e-05,0.0445,[],"[""rag_bit_manipulation"", ""rag_hashmap_counter"", ""rag_edge_cases_checklist""]",
mbpp_726,MBPP,C_borderline,openai/gpt-oss-20b,S2,2,True,,514,209,14.82,695.14,709.96,5.78e-05,0.0522,[],"[""rag_itertools_combinations"", ""rag_dynamic_programming_1d"", ""rag_recursion_base_cases""]",
mbpp_739,MBPP,C_borderline,openai/gpt-oss-20b,S2,2,False,runtime_error,585,1024,16.85,1650.33,1667.18,0.0001287,0.0851,[],"[""rag_math_gcd_lcm"", ""rag_binary_search"", ""rag_type_conversions""]","Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmpjx3rvil_.py"", line 4, in <module>
    assert find_Index(2) == 4
           ^^^^^^^^^^
NameError: name 'find_Index' is not"
mbpp_741,MBPP,C_borderline,openai/gpt-oss-20b,S2,2,True,,531,165,9.57,769.82,779.39,5.57e-05,0.044,[],"[""rag_string_manipulation"", ""rag_hashmap_counter"", ""rag_regex_patterns""]",
mbpp_757,MBPP,C_borderline,openai/gpt-oss-20b,S2,2,True,,566,592,15.31,1067.55,1082.86,9.26e-05,0.0484,[],"[""rag_hashmap_counter"", ""rag_string_manipulation"", ""rag_sorting_custom_keys""]",
mbpp_779,MBPP,C_borderline,openai/gpt-oss-20b,S2,2,True,,566,227,17.39,667.06,684.45,6.34e-05,0.0546,[],"[""rag_hashmap_counter"", ""rag_itertools_combinations"", ""rag_bit_manipulation""]",
humaneval_0,HumanEval,A_easy,openai/gpt-oss-20b,S2,2,True,,667,670,21.2,1363.39,1384.59,0.000107,0.0688,[],"[""rag_edge_cases_checklist"", ""rag_bit_manipulation"", ""rag_binary_search""]",
humaneval_11,HumanEval,A_easy,openai/gpt-oss-20b,S2,2,True,,659,199,15.74,750.81,766.55,6.86e-05,0.0683,[],"[""rag_type_conversions"", ""rag_bit_manipulation"", ""rag_string_manipulation""]",
humaneval_12,HumanEval,A_easy,openai/gpt-oss-20b,S2,2,True,,597,213,25.12,689.76,714.88,6.48e-05,0.0539,[],"[""rag_string_manipulation"", ""rag_hashmap_counter"", ""rag_regex_patterns""]",
humaneval_13,HumanEval,A_easy,openai/gpt-oss-20b,S2,2,True,,665,123,17.52,308.5,326.02,6.3e-05,0.0443,[],"[""rag_math_gcd_lcm"", ""rag_prime_numbers_sieve"", ""rag_type_conversions""]",
humaneval_14,HumanEval,A_easy,openai/gpt-oss-20b,S2,2,True,,553,174,13.82,587.23,601.05,5.82e-05,0.0605,[],"[""rag_string_manipulation"", ""rag_regex_patterns"", ""rag_sorting_custom_keys""]",
humaneval_15,HumanEval,A_easy,openai/gpt-oss-20b,S2,2,True,,600,159,15.17,659.22,674.39,6.07e-05,0.0499,[],"[""rag_regex_patterns"", ""rag_string_manipulation"", ""rag_type_conversions""]",
humaneval_16,HumanEval,A_easy,openai/gpt-oss-20b,S2,2,True,,568,145,22.46,594.44,616.9,5.7e-05,0.0491,[],"[""rag_hashmap_counter"", ""rag_string_manipulation"", ""rag_regex_patterns""]",
humaneval_17,HumanEval,A_easy,openai/gpt-oss-20b,S2,2,True,,661,363,23.6,896.81,920.41,8.19e-05,0.0573,[],"[""rag_hashmap_counter"", ""rag_collections_deque"", ""rag_edge_cases_checklist""]",
humaneval_18,HumanEval,A_easy,openai/gpt-oss-20b,S2,2,True,,583,263,20.28,732.88,753.16,6.77e-05,0.0565,[],"[""rag_hashmap_counter"", ""rag_string_manipulation"", ""rag_regex_patterns""]",
humaneval_19,HumanEval,A_easy,openai/gpt-oss-20b,S2,2,True,,637,240,24.19,703.95,728.14,7.02e-05,0.0573,[],"[""rag_sorting_custom_keys"", ""rag_heap_priority_queue"", ""rag_type_conversions""]",
humaneval_32,HumanEval,D_hard,openai/gpt-oss-20b,S2,2,False,runtime_error,828,974,47.54,1457.91,1505.45,0.0001442,0.0815,[],"[""rag_bit_manipulation"", ""rag_edge_cases_checklist"", ""rag_type_conversions""]","Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmpes8757mp.py"", line 52, in <module>
    check(find_zero)
    ~~~~~^^^^^^^^^^^
  File ""C:\Users\dell\AppData\Local\Temp\tmp"
humaneval_36,HumanEval,D_hard,openai/gpt-oss-20b,S2,2,False,runtime_error,631,1024,13.89,1519.24,1533.13,0.0001324,0.0783,[],"[""rag_type_conversions"", ""rag_bit_manipulation"", ""rag_math_gcd_lcm""]","Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmp8gw3jpm6.py"", line 16, in <module>
    check(fizz_buzz)
          ^^^^^^^^^
NameError: name 'fizz_buzz' is not defined"
humaneval_39,HumanEval,D_hard,openai/gpt-oss-20b,S2,2,True,,691,569,21.18,1151.22,1172.4,0.0001008,0.5927,[],"[""rag_prime_numbers_sieve"", ""rag_type_conversions"", ""rag_math_gcd_lcm""]",
mbpp_56,MBPP,D_hard,openai/gpt-oss-20b,S2,2,False,runtime_error,595,354,13.73,873.35,887.08,7.59e-05,0.0878,[],"[""rag_bit_manipulation"", ""rag_sorting_custom_keys"", ""rag_type_conversions""]","Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmp45x577c0.py"", line 9, in <module>
    assert check(70) == False
           ^^^^^
NameError: name 'check' is not defined"
humaneval_1,HumanEval,B_gap,openai/gpt-oss-20b,S3,1,True,,727,301,37.34,760.02,797.36,8.22e-05,0.0551,"[""fs_640"", ""fs_725""]","[""rag_string_manipulation"", ""rag_regex_patterns"", ""rag_edge_cases_checklist""]",
humaneval_10,HumanEval,B_gap,openai/gpt-oss-20b,S3,1,False,assertion_error,716,536,44.19,1023.83,1068.02,0.0001002,0.0912,"[""fs_604"", ""fs_643""]","[""rag_two_pointers"", ""rag_string_manipulation"", ""rag_regex_patterns""]","Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmpse8pxf96.py"", line 28, in <module>
    check(make_palindrome)
    ~~~~~^^^^^^^^^^^^^^^^^
  File ""C:\Users\dell\AppData\Lo"
humaneval_33,HumanEval,B_gap,openai/gpt-oss-20b,S3,1,True,,856,434,40.53,904.65,945.18,0.0001032,0.0489,"[""fs_755"", ""fs_754""]","[""rag_sorting_custom_keys"", ""rag_heap_priority_queue"", ""rag_set_operations""]",
humaneval_38,HumanEval,B_gap,openai/gpt-oss-20b,S3,1,False,runtime_error,832,368,43.17,894.96,938.13,9.6e-05,0.0863,"[""fs_602"", ""fs_619""]","[""rag_string_manipulation"", ""rag_type_conversions"", ""rag_regex_patterns""]","Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmpk96f2gey.py"", line 19, in <module>
    check(decode_cyclic)
    ~~~~~^^^^^^^^^^^^^^^
  File ""C:\Users\dell\AppData\Local\"
humaneval_40,HumanEval,B_gap,openai/gpt-oss-20b,S3,1,True,,865,466,57.46,956.26,1013.72,0.0001065,0.0577,"[""fs_728"", ""fs_744""]","[""rag_edge_cases_checklist"", ""rag_bit_manipulation"", ""rag_set_operations""]",
humaneval_41,HumanEval,B_gap,openai/gpt-oss-20b,S3,1,True,,1103,796,38.15,1737.1,1775.25,0.0001519,0.0779,"[""fs_603"", ""fs_721""]","[""rag_collections_deque"", ""rag_bit_manipulation"", ""rag_binary_search""]",
mbpp_11,MBPP,B_gap,openai/gpt-oss-20b,S3,1,True,,655,298,19.82,799.37,819.19,7.62e-05,0.0498,"[""fs_602"", ""fs_640""]","[""rag_string_manipulation"", ""rag_regex_patterns"", ""rag_hashmap_counter""]",
mbpp_14,MBPP,B_gap,openai/gpt-oss-20b,S3,1,False,runtime_error,703,514,21.64,1067.02,1088.66,9.74e-05,0.087,"[""fs_742"", ""fs_731""]","[""rag_math_geometry"", ""rag_math_gcd_lcm"", ""rag_binary_search""]","Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmp44ep4i83.py"", line 15, in <module>
    assert find_Volume(10,8,6) == 240
           ~~~~~~~~~~~^^^^^^^^
  File ""C:\Users\"
mbpp_16,MBPP,B_gap,openai/gpt-oss-20b,S3,1,True,,642,407,22.41,1114.28,1136.69,8.39e-05,0.0536,"[""fs_624"", ""fs_631""]","[""rag_string_manipulation"", ""rag_edge_cases_checklist"", ""rag_regex_patterns""]",
mbpp_61,MBPP,B_gap,openai/gpt-oss-20b,S3,1,False,assertion_error,650,541,24.24,1106.2,1130.44,9.53e-05,0.0773,"[""fs_724"", ""fs_639""]","[""rag_regex_patterns"", ""rag_prefix_sums"", ""rag_hashmap_counter""]","Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmph6qkbgc2.py"", line 20, in <module>
    assert count_Substrings('1101112') == 12
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^"
mbpp_620,MBPP,B_gap,openai/gpt-oss-20b,S3,1,True,,638,356,18.99,887.44,906.43,7.95e-05,0.044,"[""fs_611"", ""fs_755""]","[""rag_itertools_combinations"", ""rag_math_gcd_lcm"", ""rag_heap_priority_queue""]",
mbpp_627,MBPP,B_gap,openai/gpt-oss-20b,S3,1,False,assertion_error,679,438,18.83,1019.53,1038.36,8.94e-05,0.0774,"[""fs_755"", ""fs_753""]","[""rag_sorting_custom_keys"", ""rag_heap_priority_queue"", ""rag_math_gcd_lcm""]","Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmp_qaqof6c.py"", line 22, in <module>
    assert find_First_Missing([2,3,5,8,9]) == 0
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^"
mbpp_63,MBPP,B_gap,openai/gpt-oss-20b,S3,1,False,assertion_error,745,349,18.28,881.72,900.0,8.75e-05,0.0856,"[""fs_740"", ""fs_763""]","[""rag_set_operations"", ""rag_itertools_combinations"", ""rag_edge_cases_checklist""]","Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmpkvjgzve7.py"", line 14, in <module>
    assert max_difference([(3, 5), (1, 7), (10, 3), (1, 2)]) == 7
           ^^^^^^^^^"
mbpp_635,MBPP,B_gap,openai/gpt-oss-20b,S3,1,True,,642,130,19.13,595.18,614.31,6.18e-05,0.0497,"[""fs_749"", ""fs_755""]","[""rag_sorting_custom_keys"", ""rag_heap_priority_queue"", ""rag_itertools_combinations""]",
mbpp_641,MBPP,B_gap,openai/gpt-oss-20b,S3,1,True,,842,314,19.18,568.25,587.43,9.25e-05,0.0426,"[""fs_752"", ""fs_623""]","[""rag_bit_manipulation"", ""rag_recursion_base_cases"", ""rag_prime_numbers_sieve""]",
mbpp_72,MBPP,B_gap,openai/gpt-oss-20b,S3,1,True,,780,709,21.39,1301.61,1323.0,0.0001191,0.0432,"[""fs_763"", ""fs_616""]","[""rag_type_conversions"", ""rag_bit_manipulation"", ""rag_math_gcd_lcm""]",
mbpp_734,MBPP,B_gap,openai/gpt-oss-20b,S3,1,True,,733,422,29.99,994.05,1024.04,9.24e-05,0.0443,"[""fs_758"", ""fs_728""]","[""rag_prefix_sums"", ""rag_itertools_combinations"", ""rag_edge_cases_checklist""]",
mbpp_745,MBPP,B_gap,openai/gpt-oss-20b,S3,1,True,,696,296,25.77,775.83,801.6,7.94e-05,0.0441,"[""fs_629"", ""fs_619""]","[""rag_regex_patterns"", ""rag_math_gcd_lcm"", ""rag_type_conversions""]",
mbpp_747,MBPP,B_gap,openai/gpt-oss-20b,S3,1,False,assertion_error,680,681,17.83,1202.13,1219.96,0.0001089,0.0812,"[""fs_754"", ""fs_602""]","[""rag_hashmap_counter"", ""rag_sliding_window"", ""rag_monotonic_stack""]","Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmpn0n34t6z.py"", line 29, in <module>
    assert lcs_of_three('AGGT12', '12TXAYB', '12XBA') == 2
           ^^^^^^^^^^^^^^^^"
humaneval_20,HumanEval,C_borderline,openai/gpt-oss-20b,S3,1,True,,829,374,39.55,1011.97,1051.52,9.62e-05,0.0584,"[""fs_755"", ""fs_753""]","[""rag_sorting_custom_keys"", ""rag_heap_priority_queue"", ""rag_binary_search""]",
mbpp_608,MBPP,C_borderline,openai/gpt-oss-20b,S3,1,False,runtime_error,887,1024,20.15,1712.91,1733.06,0.0001529,0.0769,"[""fs_623"", ""fs_752""]","[""rag_bit_manipulation"", ""rag_type_conversions"", ""rag_prime_numbers_sieve""]","Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmp9m8m_d14.py"", line 4, in <module>
    assert bell_Number(2) == 2
           ^^^^^^^^^^^
NameError: name 'bell_Number' is "
mbpp_614,MBPP,C_borderline,openai/gpt-oss-20b,S3,1,True,,619,433,23.44,910.67,934.11,8.42e-05,0.069,"[""fs_615"", ""fs_750""]","[""rag_prefix_sums"", ""rag_edge_cases_checklist"", ""rag_itertools_combinations""]",
