task_id,source,model,strategy,run_number,passed,error_type,input_tokens,output_tokens,latency_ms,estimated_cost_usd,execution_time_s,error_msg
mbpp_787,MBPP,openai/gpt-oss-20b,S0,2,False,assertion_error,142,272,2766.92,4.4e-05,0.0924,"Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmpca51aujz.py"", line 12, in <module>
    assert text_match_three(""abbbba"")
           ~~~~~~~~~~~~~~~~^^^^^^^^^^
AssertionE"
mbpp_788,MBPP,openai/gpt-oss-20b,S0,2,False,assertion_error,139,469,2879.93,6.74e-05,0.0955,"Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmptvnc4nq2.py"", line 5, in <module>
    assert new_tuple([""WEB"", ""is""], ""best"") == ('WEB', 'is', 'best')
           ^^^^^^^"
mbpp_790,MBPP,openai/gpt-oss-20b,S0,2,True,,142,201,3637.83,3.55e-05,0.055,
mbpp_791,MBPP,openai/gpt-oss-20b,S0,2,True,,135,229,1665.81,3.83e-05,0.0602,
mbpp_792,MBPP,openai/gpt-oss-20b,S0,2,True,,141,330,2858.65,5.09e-05,0.0654,
mbpp_793,MBPP,openai/gpt-oss-20b,S0,2,True,,140,336,2738.66,5.15e-05,0.0712,
mbpp_794,MBPP,openai/gpt-oss-20b,S0,2,True,,149,198,2578.83,3.57e-05,0.0464,
mbpp_796,MBPP,openai/gpt-oss-20b,S0,2,True,,138,83,2499.14,2.1e-05,0.0354,
mbpp_797,MBPP,openai/gpt-oss-20b,S0,2,False,runtime_error,145,284,1748.97,4.57e-05,0.0929,"Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmpv71fvpzy.py"", line 13, in <module>
    assert sum_in_range(2,5) == 8
           ^^^^^^^^^^^^
NameError: name 'sum_in_rang"
mbpp_798,MBPP,openai/gpt-oss-20b,S0,2,True,,135,88,2466.37,2.14e-05,0.038,
mbpp_799,MBPP,openai/gpt-oss-20b,S0,2,True,,149,266,1664.34,4.38e-05,0.0637,
mbpp_800,MBPP,openai/gpt-oss-20b,S0,2,True,,137,138,1512.91,2.75e-05,0.0364,
mbpp_801,MBPP,openai/gpt-oss-20b,S0,2,True,,141,298,2781.72,4.7e-05,0.0521,
mbpp_802,MBPP,openai/gpt-oss-20b,S0,2,False,assertion_error,163,503,2912.58,7.34e-05,0.0892,"Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmpj75rc_z1.py"", line 37, in <module>
    assert count_rotation([3,2,1]) == 1
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^
Assert"
mbpp_803,MBPP,openai/gpt-oss-20b,S0,2,True,,162,352,4012.96,5.52e-05,0.0622,
mbpp_804,MBPP,openai/gpt-oss-20b,S0,2,True,,143,296,3776.7,4.7e-05,0.0539,
mbpp_805,MBPP,openai/gpt-oss-20b,S0,2,True,,145,242,2632.75,4.06e-05,0.0623,
mbpp_806,MBPP,openai/gpt-oss-20b,S0,2,True,,141,279,2714.39,4.48e-05,0.0604,
mbpp_807,MBPP,openai/gpt-oss-20b,S0,2,True,,142,162,2806.83,3.08e-05,0.059,
mbpp_808,MBPP,openai/gpt-oss-20b,S0,2,False,runtime_error,139,320,1772.27,4.95e-05,0.0958,"Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmphzgfyot5.py"", line 17, in <module>
    assert check_K((10, 4, 5, 6, 8), 6) == True
           ~~~~~~~^^^^^^^^^^^^^^^^^^^^"
mbpp_809,MBPP,openai/gpt-oss-20b,S0,2,True,,147,150,2598.05,2.98e-05,0.0561,
mbpp_11,MBPP,openai/gpt-oss-20b,S0,2,True,,143,377,1800.52,5.67e-05,0.0584,
mbpp_12,MBPP,openai/gpt-oss-20b,S0,2,True,,143,159,3582.38,3.05e-05,0.056,
mbpp_14,MBPP,openai/gpt-oss-20b,S0,2,True,,139,301,1703.3,4.72e-05,0.0455,
mbpp_16,MBPP,openai/gpt-oss-20b,S0,2,False,runtime_error,151,512,3176.01,7.35e-05,0.0748,"Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmpqem8xcjk.py"", line 4, in <module>
    assert text_lowercase_underscore(""aab_cbbbc"")==(True)
           ^^^^^^^^^^^^^^^^^^"
mbpp_17,MBPP,openai/gpt-oss-20b,S0,2,True,,142,93,3528.75,2.25e-05,0.0383,
mbpp_18,MBPP,openai/gpt-oss-20b,S0,2,False,runtime_error,143,207,1604.54,3.63e-05,0.0919,"Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmpssirhl2w.py"", line 5, in <module>
    assert remove_dirty_chars(""probasscurve"", ""pros"") == 'bacuve'
           ^^^^^^^^^^"
mbpp_19,MBPP,openai/gpt-oss-20b,S0,2,True,,140,179,2657.05,3.27e-05,0.0393,
mbpp_20,MBPP,openai/gpt-oss-20b,S0,2,True,,141,436,1931.32,6.36e-05,0.0594,
mbpp_56,MBPP,openai/gpt-oss-20b,S0,2,False,runtime_error,141,456,3693.79,6.6e-05,0.0965,"Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmpkuilctfp.py"", line 12, in <module>
    assert check(70) == False
           ^^^^^
NameError: name 'check' is not defined"
mbpp_57,MBPP,openai/gpt-oss-20b,S0,2,True,,145,392,3827.66,5.86e-05,0.0558,
mbpp_58,MBPP,openai/gpt-oss-20b,S0,2,True,,143,233,3380.87,3.94e-05,0.0544,
mbpp_59,MBPP,openai/gpt-oss-20b,S0,2,True,,136,332,2832.49,5.07e-05,0.0562,
mbpp_61,MBPP,openai/gpt-oss-20b,S0,2,False,runtime_error,146,512,2920.74,7.31e-05,0.086,"Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmpxjvcktfz.py"", line 4, in <module>
    assert count_Substrings('112112') == 6
           ^^^^^^^^^^^^^^^^
NameError: name "
mbpp_62,MBPP,openai/gpt-oss-20b,S0,2,True,,137,135,4655.46,2.72e-05,0.0614,
mbpp_63,MBPP,openai/gpt-oss-20b,S0,2,True,,141,469,1898.05,6.76e-05,0.0711,
mbpp_64,MBPP,openai/gpt-oss-20b,S0,2,True,,141,100,3513.08,2.33e-05,0.0361,
mbpp_65,MBPP,openai/gpt-oss-20b,S0,2,True,,139,183,1695.78,3.31e-05,0.0362,
mbpp_66,MBPP,openai/gpt-oss-20b,S0,2,True,,139,102,1588.05,2.34e-05,0.0365,
mbpp_67,MBPP,openai/gpt-oss-20b,S0,2,True,,141,487,1891.86,6.97e-05,0.0608,
mbpp_68,MBPP,openai/gpt-oss-20b,S0,2,True,,143,228,3662.4,3.88e-05,0.062,
mbpp_69,MBPP,openai/gpt-oss-20b,S0,2,True,,141,339,2774.05,5.2e-05,0.0513,
mbpp_70,MBPP,openai/gpt-oss-20b,S0,2,False,runtime_error,141,210,2649.9,3.65e-05,0.0891,"Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmpv7fzi97f.py"", line 12, in <module>
    assert get_equal([(11, 22, 33), (44, 55, 66)]) == True
           ^^^^^^^^^
NameEr"
mbpp_71,MBPP,openai/gpt-oss-20b,S0,2,True,,134,338,2778.59,5.13e-05,0.0597,
mbpp_72,MBPP,openai/gpt-oss-20b,S0,2,False,syntax_error,147,512,2891.95,7.32e-05,0.0988,"File ""C:\Users\dell\AppData\Local\Temp\tmpcbqn1hhp.py"", line 2
    """"""
    ^
SyntaxError: unterminated triple-quoted string literal (detected at line 8)"
mbpp_74,MBPP,openai/gpt-oss-20b,S0,2,False,runtime_error,141,512,3956.72,7.27e-05,0.069,"Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmpuurswu2h.py"", line 4, in <module>
    assert is_samepatterns([""red"",""green"",""green""], [""a"", ""b"", ""b""])==True
           ^"
mbpp_75,MBPP,openai/gpt-oss-20b,S0,2,True,,145,327,4708.04,5.08e-05,0.0578,
mbpp_77,MBPP,openai/gpt-oss-20b,S0,2,True,,140,243,2697.4,4.04e-05,0.0352,
mbpp_79,MBPP,openai/gpt-oss-20b,S0,2,True,,141,131,2608.45,2.7e-05,0.0352,
mbpp_80,MBPP,openai/gpt-oss-20b,S0,2,True,,137,194,1628.38,3.42e-05,0.0711,
mbpp_82,MBPP,openai/gpt-oss-20b,S0,2,True,,136,150,1293.58,2.89e-05,0.0572,
humaneval_0,HumanEval,openai/gpt-oss-20b,S0,2,True,,233,150,3535.43,3.66e-05,0.0857,
humaneval_1,HumanEval,openai/gpt-oss-20b,S0,2,True,,223,459,1889.84,7.29e-05,0.068,
humaneval_2,HumanEval,openai/gpt-oss-20b,S0,2,True,,192,168,4610.95,3.55e-05,0.064,
humaneval_3,HumanEval,openai/gpt-oss-20b,S0,2,True,,226,175,2609.27,3.91e-05,0.0607,
humaneval_4,HumanEval,openai/gpt-oss-20b,S0,2,True,,226,267,2762.81,5.01e-05,0.0702,
humaneval_5,HumanEval,openai/gpt-oss-20b,S0,2,True,,206,301,2531.94,5.26e-05,0.0691,
humaneval_6,HumanEval,openai/gpt-oss-20b,S0,2,True,,218,364,3863.65,6.11e-05,0.0761,
humaneval_7,HumanEval,openai/gpt-oss-20b,S0,2,True,,201,179,3654.69,3.76e-05,0.0436,
humaneval_8,HumanEval,openai/gpt-oss-20b,S0,2,True,,218,183,2592.17,3.94e-05,0.0535,
humaneval_9,HumanEval,openai/gpt-oss-20b,S0,2,True,,208,228,2854.76,4.4e-05,0.0641,
humaneval_10,HumanEval,openai/gpt-oss-20b,S0,2,False,runtime_error,248,512,3086.48,8.13e-05,0.0925,"Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmpwl5a972j.py"", line 16, in <module>
    check(make_palindrome)
          ^^^^^^^^^^^^^^^
NameError: name 'make_palindrome'"
humaneval_11,HumanEval,openai/gpt-oss-20b,S0,2,True,,186,218,4661.49,4.1e-05,0.0447,
humaneval_12,HumanEval,openai/gpt-oss-20b,S0,2,True,,210,253,2749.78,4.72e-05,0.0749,
humaneval_13,HumanEval,openai/gpt-oss-20b,S0,2,True,,178,266,2829.5,4.62e-05,0.0573,
humaneval_14,HumanEval,openai/gpt-oss-20b,S0,2,True,,167,119,2565.17,2.76e-05,0.0475,
humaneval_15,HumanEval,openai/gpt-oss-20b,S0,2,True,,176,156,1552.51,3.28e-05,0.0664,
humaneval_16,HumanEval,openai/gpt-oss-20b,S0,2,True,,181,142,1589.63,3.15e-05,0.0731,
humaneval_17,HumanEval,openai/gpt-oss-20b,S0,2,True,,278,408,2903.73,7.12e-05,0.0801,
humaneval_18,HumanEval,openai/gpt-oss-20b,S0,2,True,,196,267,4867.03,4.77e-05,0.0664,
humaneval_19,HumanEval,openai/gpt-oss-20b,S0,2,True,,213,305,2808.95,5.36e-05,0.0602,
humaneval_20,HumanEval,openai/gpt-oss-20b,S0,2,True,,276,223,3843.46,4.88e-05,0.0794,
humaneval_21,HumanEval,openai/gpt-oss-20b,S0,2,True,,233,265,404.38,5.04e-05,0.0732,
humaneval_22,HumanEval,openai/gpt-oss-20b,S0,2,True,,202,310,3709.52,5.34e-05,0.0724,
humaneval_23,HumanEval,openai/gpt-oss-20b,S0,2,True,,151,158,2584.77,3.1e-05,0.0348,
humaneval_24,HumanEval,openai/gpt-oss-20b,S0,2,True,,160,199,1606.15,3.67e-05,0.0627,
humaneval_25,HumanEval,openai/gpt-oss-20b,S0,2,True,,234,245,3684.65,4.81e-05,0.0716,
humaneval_26,HumanEval,openai/gpt-oss-20b,S0,2,True,,192,229,2665.0,4.28e-05,0.0616,
humaneval_27,HumanEval,openai/gpt-oss-20b,S0,2,True,,156,140,1552.45,2.93e-05,0.0669,
humaneval_28,HumanEval,openai/gpt-oss-20b,S0,2,True,,165,229,2682.54,4.07e-05,0.0621,
humaneval_29,HumanEval,openai/gpt-oss-20b,S0,2,True,,196,196,2647.49,3.92e-05,0.0673,
humaneval_30,HumanEval,openai/gpt-oss-20b,S0,2,True,,221,231,2701.18,4.54e-05,0.0476,
humaneval_31,HumanEval,openai/gpt-oss-20b,S0,2,True,,207,234,2507.04,4.46e-05,0.0348,
humaneval_32,HumanEval,openai/gpt-oss-20b,S0,2,False,runtime_error,368,512,5015.19,9.09e-05,0.0974,"Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmp7a9bw2fp.py"", line 36, in <module>
    check(find_zero)
    ~~~~~^^^^^^^^^^^
  File ""C:\Users\dell\AppData\Local\Temp\tmp"
humaneval_33,HumanEval,openai/gpt-oss-20b,S0,2,False,syntax_error,261,512,5032.02,8.23e-05,0.0832,"File ""C:\Users\dell\AppData\Local\Temp\tmp42erij6c.py"", line 11
    indices = [i for i in range(len(l)) if i % 3 ==
              ^
SyntaxError: '[' was never closed"
humaneval_34,HumanEval,openai/gpt-oss-20b,S0,2,True,,181,162,4586.34,3.39e-05,0.0361,
humaneval_35,HumanEval,openai/gpt-oss-20b,S0,2,True,,190,180,1563.44,3.68e-05,0.06,
humaneval_36,HumanEval,openai/gpt-oss-20b,S0,2,False,runtime_error,187,512,3023.63,7.64e-05,0.0697,"Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmpludcp8ep.py"", line 16, in <module>
    check(fizz_buzz)
          ^^^^^^^^^
NameError: name 'fizz_buzz' is not defined"
humaneval_37,HumanEval,openai/gpt-oss-20b,S0,2,True,,231,423,5056.42,6.92e-05,0.0599,
humaneval_38,HumanEval,openai/gpt-oss-20b,S0,2,False,runtime_error,267,459,4970.53,7.64e-05,0.0698,"Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmp6zfyyf5r.py"", line 22, in <module>
    check(decode_cyclic)
    ~~~~~^^^^^^^^^^^^^^^
  File ""C:\Users\dell\AppData\Local\"
humaneval_39,HumanEval,openai/gpt-oss-20b,S0,2,False,runtime_error,204,512,3908.6,7.78e-05,0.0872,"Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmp5cuoo935.py"", line 18, in <module>
    check(prime_fib)
          ^^^^^^^^^
NameError: name 'prime_fib' is not defined"
humaneval_40,HumanEval,openai/gpt-oss-20b,S0,2,False,runtime_error,267,512,5860.63,8.28e-05,0.0882,"Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmpht6by3o0.py"", line 17, in <module>
    check(triples_sum_to_zero)
          ^^^^^^^^^^^^^^^^^^^
NameError: name 'triples_"
humaneval_41,HumanEval,openai/gpt-oss-20b,S0,2,True,,257,500,3215.51,8.06e-05,0.0593,
humaneval_42,HumanEval,openai/gpt-oss-20b,S0,2,True,,217,172,4600.15,3.8e-05,0.0456,
humaneval_43,HumanEval,openai/gpt-oss-20b,S0,2,True,,265,407,2900.71,7e-05,0.0567,
humaneval_44,HumanEval,openai/gpt-oss-20b,S0,2,True,,199,244,3885.07,4.52e-05,0.0362,
humaneval_45,HumanEval,openai/gpt-oss-20b,S0,2,True,,154,202,2586.22,3.66e-05,0.0613,
humaneval_46,HumanEval,openai/gpt-oss-20b,S0,2,True,,278,451,2964.88,7.64e-05,0.3199,
humaneval_47,HumanEval,openai/gpt-oss-20b,S0,2,True,,183,438,4928.76,6.72e-05,0.0595,
humaneval_48,HumanEval,openai/gpt-oss-20b,S0,2,True,,179,135,3591.04,3.05e-05,0.0402,
humaneval_49,HumanEval,openai/gpt-oss-20b,S0,2,True,,214,268,1664.9,4.93e-05,0.0574,
mbpp_602,MBPP,openai/gpt-oss-20b,S0,3,True,,141,367,2841.01,5.53e-05,0.0473,
mbpp_603,MBPP,openai/gpt-oss-20b,S0,3,False,runtime_error,143,512,4002.75,7.29e-05,0.0676,"Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmpmquawpao.py"", line 4, in <module>
    assert get_ludic(10) == [1, 2, 3, 5, 7]
           ^^^^^^^^^
NameError: name 'get_l"
mbpp_604,MBPP,openai/gpt-oss-20b,S0,3,True,,139,158,3560.25,3.01e-05,0.0539,
mbpp_605,MBPP,openai/gpt-oss-20b,S0,3,True,,138,176,2631.66,3.22e-05,0.035,
mbpp_606,MBPP,openai/gpt-oss-20b,S0,3,True,,134,165,1322.01,3.05e-05,0.0595,
mbpp_607,MBPP,openai/gpt-oss-20b,S0,3,True,,153,229,1777.89,3.97e-05,0.0452,
mbpp_608,MBPP,openai/gpt-oss-20b,S0,3,True,,134,441,2869.59,6.36e-05,0.0586,
mbpp_610,MBPP,openai/gpt-oss-20b,S0,3,False,assertion_error,151,281,3750.58,4.58e-05,0.0829,"Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmpg0mqy184.py"", line 13, in <module>
    assert remove_kth_element([1,1,2,3,4,4,5,1],3)==[1, 1, 3, 4, 4, 5, 1]
           ^"
mbpp_611,MBPP,openai/gpt-oss-20b,S0,3,True,,148,275,2705.73,4.48e-05,0.0557,
mbpp_612,MBPP,openai/gpt-oss-20b,S0,3,True,,169,162,2649.48,3.3e-05,0.0602,
mbpp_614,MBPP,openai/gpt-oss-20b,S0,3,True,,147,317,1781.42,4.98e-05,0.059,
mbpp_615,MBPP,openai/gpt-oss-20b,S0,3,False,assertion_error,145,181,3696.6,3.33e-05,0.0755,"Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmpu3uhq46c.py"", line 5, in <module>
    assert average_tuple(((10, 10, 10, 12), (30, 45, 56, 45), (81, 80, 39, 32), (1, 2, "
mbpp_616,MBPP,openai/gpt-oss-20b,S0,3,True,,143,153,1643.83,2.98e-05,0.0588,
mbpp_617,MBPP,openai/gpt-oss-20b,S0,3,False,syntax_error,160,512,1909.93,7.42e-05,0.0945,"File ""C:\Users\dell\AppData\Local\Temp\tmpagoqxq6z.py"", line 4
    """"""
    ^
SyntaxError: unterminated triple-quoted string literal (detected at line 10)"
mbpp_622,MBPP,openai/gpt-oss-20b,S0,3,False,runtime_error,140,506,56029.16,7.19e-05,0.0931,"Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmpfr4q7l8o.py"", line 23, in <module>
    assert get_median([1, 12, 15, 26, 38], [2, 13, 17, 30, 45], 5) == 16.0
           "
mbpp_629,MBPP,openai/gpt-oss-20b,S0,3,True,,137,119,54623.61,2.52e-05,0.0356,
mbpp_631,MBPP,openai/gpt-oss-20b,S0,3,True,,142,197,48739.29,3.5e-05,0.0369,
mbpp_637,MBPP,openai/gpt-oss-20b,S0,3,True,,144,345,53832.93,5.29e-05,0.056,
mbpp_644,MBPP,openai/gpt-oss-20b,S0,3,True,,140,398,56834.93,5.9e-05,0.0608,
mbpp_728,MBPP,openai/gpt-oss-20b,S0,3,True,,166,91,70628.86,2.42e-05,0.0372,
mbpp_731,MBPP,openai/gpt-oss-20b,S0,3,True,,147,150,56666.57,2.98e-05,0.0374,
mbpp_735,MBPP,openai/gpt-oss-20b,S0,3,False,runtime_error,163,395,760.41,6.04e-05,0.0907,"Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmpgyf5bz1k.py"", line 21, in <module>
    assert toggle_middle_bits(9) == 15
           ^^^^^^^^^^^^^^^^^^
NameError: name '"
mbpp_741,MBPP,openai/gpt-oss-20b,S0,3,True,,142,213,92537.29,3.69e-05,0.0622,
mbpp_744,MBPP,openai/gpt-oss-20b,S0,3,True,,140,225,57491.06,3.82e-05,0.0368,
mbpp_602,MBPP,openai/gpt-oss-120b,S0,1,True,,141,148,799.24,0.0001597,0.0578,
mbpp_603,MBPP,openai/gpt-oss-120b,S0,1,False,runtime_error,143,512,1437.68,0.0003972,0.068,"Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmppryx1ncu.py"", line 4, in <module>
    assert get_ludic(10) == [1, 2, 3, 5, 7]
           ^^^^^^^^^
NameError: name 'get_l"
mbpp_604,MBPP,openai/gpt-oss-120b,S0,1,True,,139,221,805.92,0.0002062,0.0548,
mbpp_605,MBPP,openai/gpt-oss-120b,S0,1,True,,138,197,835.31,0.0001901,0.0477,
mbpp_606,MBPP,openai/gpt-oss-120b,S0,1,True,,134,116,657.62,0.0001357,0.0353,
mbpp_607,MBPP,openai/gpt-oss-120b,S0,1,True,,153,196,815.24,0.0001963,0.0729,
mbpp_608,MBPP,openai/gpt-oss-120b,S0,1,True,,134,456,1311.56,0.0003567,0.0587,
mbpp_610,MBPP,openai/gpt-oss-120b,S0,1,False,assertion_error,151,203,789.99,0.0001999,0.0855,"Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmpnjkwqp78.py"", line 14, in <module>
    assert remove_kth_element([1,1,2,3,4,4,5,1],3)==[1, 1, 3, 4, 4, 5, 1]
           ^"
mbpp_611,MBPP,openai/gpt-oss-120b,S0,1,True,,148,233,821.69,0.000218,0.0666,
mbpp_612,MBPP,openai/gpt-oss-120b,S0,1,False,runtime_error,169,150,773.64,0.0001735,0.0921,"Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmpns9_ajv3.py"", line 13, in <module>
    assert merge([['x', 'y','z' ], ['a', 'b','c'], ['m', 'n','o']]) == [['x', 'a', 'm'"
mbpp_614,MBPP,openai/gpt-oss-120b,S0,1,False,assertion_error,147,415,1234.3,0.0003359,0.0867,"Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmp0tly2fj8.py"", line 30, in <module>
    assert cummulative_sum([(1, 3), (5, 6, 7), (2, 6)]) == 30
           ^^^^^^^^^^^^^"
mbpp_615,MBPP,openai/gpt-oss-120b,S0,1,False,assertion_error,145,204,664.87,0.0001979,0.0961,"Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmp7570y0i5.py"", line 19, in <module>
    assert average_tuple(((10, 10, 10, 12), (30, 45, 56, 45), (81, 80, 39, 32), (1, 2,"
mbpp_616,MBPP,openai/gpt-oss-120b,S0,1,True,,143,314,754.52,0.0002684,0.0618,
mbpp_617,MBPP,openai/gpt-oss-120b,S0,1,False,runtime_error,160,512,1497.2,0.0004048,0.0739,"Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmpk422ioxp.py"", line 4, in <module>
    assert min_Jumps((3,4),11)==3.5
           ^^^^^^^^^
NameError: name 'min_Jumps' is"
mbpp_618,MBPP,openai/gpt-oss-120b,S0,1,True,,134,237,694.5,0.0002144,0.0625,
mbpp_619,MBPP,openai/gpt-oss-120b,S0,1,True,,140,250,617.19,0.0002255,0.0348,
mbpp_620,MBPP,openai/gpt-oss-120b,S0,1,True,,147,233,954.05,0.0002176,0.0698,
mbpp_622,MBPP,openai/gpt-oss-120b,S0,1,False,runtime_error,140,441,1292.67,0.0003497,0.1014,"Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmpdku1wyug.py"", line 29, in <module>
    assert get_median([1, 12, 15, 26, 38], [2, 13, 17, 30, 45], 5) == 16.0
           "
mbpp_623,MBPP,openai/gpt-oss-120b,S0,1,True,,140,177,875.19,0.0001781,0.0652,
mbpp_624,MBPP,openai/gpt-oss-120b,S0,1,True,,136,129,745.4,0.000145,0.047,
mbpp_625,MBPP,openai/gpt-oss-120b,S0,1,True,,140,163,750.95,0.000169,0.0573,
mbpp_626,MBPP,openai/gpt-oss-120b,S0,1,False,runtime_error,150,512,1490.39,0.0004003,0.0686,"Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmp3rny3ncc.py"", line 4, in <module>
    assert triangle_area(-1) == None
           ^^^^^^^^^^^^^
NameError: name 'triangle"
mbpp_627,MBPP,openai/gpt-oss-120b,S0,1,True,,144,417,1276.9,0.0003359,0.065,
mbpp_628,MBPP,openai/gpt-oss-120b,S0,1,True,,139,132,700.97,0.0001484,0.06,
mbpp_629,MBPP,openai/gpt-oss-120b,S0,1,True,,137,156,734.04,0.000163,0.0808,
mbpp_630,MBPP,openai/gpt-oss-120b,S0,1,False,syntax_error,139,512,1488.2,0.0003954,0.1622,"File ""C:\Users\dell\AppData\Local\Temp\tmp_9xvca4d.py"", line 13
    result.append(tuple
                 ^
SyntaxError: '(' was never closed"
mbpp_631,MBPP,openai/gpt-oss-120b,S0,1,True,,142,188,2861.48,0.0001861,0.0572,
mbpp_632,MBPP,openai/gpt-oss-120b,S0,1,True,,141,298,3082.26,0.0002571,0.0598,
mbpp_633,MBPP,openai/gpt-oss-120b,S0,1,False,runtime_error,147,433,2398.53,0.0003476,0.1127,"Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmpo62q9yrv.py"", line 15, in <module>
    assert pair_xor_Sum([5,9,7,6],4) == 47
           ~~~~~~~~~~~~^^^^^^^^^^^^^
TypeEr"
mbpp_635,MBPP,openai/gpt-oss-120b,S0,1,True,,133,352,4141.61,0.0002886,0.064,
mbpp_637,MBPP,openai/gpt-oss-120b,S0,1,False,runtime_error,144,236,2627.35,0.0002182,0.0874,"Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmpu8owa28d.py"", line 12, in <module>
    assert noprofit_noloss(1500,1200)==False
           ~~~~~~~~~~~~~~~^^^^^^^^^^^
Typ"
mbpp_638,MBPP,openai/gpt-oss-120b,S0,1,False,assertion_error,153,357,3050.77,0.0003009,0.101,"Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmpdk3ygwob.py"", line 13, in <module>
    assert wind_chill(120,35)==40
           ^^^^^^^^^^^^^^^^^^^^^^
AssertionError"
mbpp_639,MBPP,openai/gpt-oss-120b,S0,1,True,,152,204,2893.36,0.000201,0.0621,
mbpp_640,MBPP,openai/gpt-oss-120b,S0,1,False,assertion_error,143,225,1988.17,0.0002106,0.102,"Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmpuas23j_q.py"", line 20, in <module>
    assert remove_parenthesis([""python (chrome)""])==(""python"")
           ^^^^^^^^^^^^"
mbpp_641,MBPP,openai/gpt-oss-120b,S0,1,True,,136,277,1984.28,0.0002413,0.0679,
mbpp_643,MBPP,openai/gpt-oss-120b,S0,1,True,,149,225,2885.07,0.0002133,0.0641,
mbpp_644,MBPP,openai/gpt-oss-120b,S0,1,False,assertion_error,140,437,3437.8,0.0003471,0.1255,"Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmpmphoiwlg.py"", line 35, in <module>
    assert reverse_Array_Upto_K([1, 2, 3, 4, 5, 6],4) == [4, 3, 2, 1, 5, 6]
          "
mbpp_720,MBPP,openai/gpt-oss-120b,S0,1,True,,144,234,2896.8,0.0002169,0.0622,
mbpp_721,MBPP,openai/gpt-oss-120b,S0,1,True,,212,512,3582.79,0.0004282,0.0527,
mbpp_722,MBPP,openai/gpt-oss-120b,S0,1,False,assertion_error,178,215,3931.15,0.0002199,0.0948,"Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmpzrf0dtoa.py"", line 20, in <module>
    assert filter_data({'Cierra Vega': (6.2, 70), 'Alden Cantrell': (5.9, 65), 'Kierra"
mbpp_723,MBPP,openai/gpt-oss-120b,S0,1,False,runtime_error,151,190,1855.73,0.0001915,0.1041,"Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmpqo2rc8_m.py"", line 19, in <module>
    assert count_same_pair([2, 4, -6, -9, 11, -12, 14, -5, 17],[2, 1, 2, -1, -5, 6, 4,"
mbpp_724,MBPP,openai/gpt-oss-120b,S0,1,True,,150,168,2806.82,0.0001767,0.0592,
mbpp_725,MBPP,openai/gpt-oss-120b,S0,1,True,,141,167,1754.57,0.000172,0.0697,
mbpp_726,MBPP,openai/gpt-oss-120b,S0,1,True,,175,254,737.91,0.0002438,0.0792,
mbpp_728,MBPP,openai/gpt-oss-120b,S0,1,True,,166,211,2893.11,0.0002118,0.0586,
mbpp_730,MBPP,openai/gpt-oss-120b,S0,1,True,,137,160,2467.69,0.0001656,0.0395,
